Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;10.12.2017;12:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;25057046;BZOL MD;Bezirksoberliga;Schwabmünchen;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sun.;10.12.2017;12:30;250125;Günzburg, Sporthalle ;20041246;LL MC;Landesliga Staffel Süd;VfL Günzburg;TSV Forstenried;="0:0";="0:0";;;;;;;;
Sun.;10.12.2017;13:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;25057047;BZOL MD;Bezirksoberliga;TSV Niederraunau;TSV Aichach;="0:0";="0:0";;;;;;;;
Sun.;10.12.2017;14:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;25057048;BZOL MD;Bezirksoberliga;Schwabmünchen;TSV Aichach;="0:0";="0:0";;;;;;;;
Sun.;10.12.2017;14:30;250125;Günzburg, Sporthalle ;20035039;BY MB;Bayernliga;VfL Günzburg;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sun.;10.12.2017;14:45;250101;Friedberg, Sporthalle des TSV Friedberg;20036239;LL MB;Landesliga Staffel Süd;TSV Friedberg;SV Anzing;="0:0";="0:0";;;;;;;;
Sun.;10.12.2017;16:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25023037;BZL F;Bezirksliga F;Schwabmünchen II;HSG Lauingen-Wittislingen;="0:0";="0:0";;;;;;;;
Sun.;10.12.2017;16:30;250125;Günzburg, Sporthalle ;20050039;BY WA;Bayernliga;VfL Günzburg;SV Mering;="0:0";="0:0";;;;;;;;
Sun.;10.12.2017;16:30;250101;Friedberg, Sporthalle des TSV Friedberg;25014558;BZK M;Bezirksklasse Staffel Ost;TSV Friedberg IV;Kissinger SC II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;09:00;250440;Vöhringen, Sportpark ;25068043;BZL WD;Bezirksliga;VfL Günzburg;SC Vöhringen II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;09:00;250222;Mering, Eduard-Ettensberger-Halle;25067058;BZOL WD;Bezirksoberliga;SV Mering;JSG Friedberg-Kissing;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;09:00;;;;BZOL MD;Bezirksoberliga;VfL Günzburg;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;10:00;250440;Vöhringen, Sportpark ;25068044;BZL WD;Bezirksliga;TSF Ludwigsfeld;SC Vöhringen II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;10:00;250101;Friedberg, Sporthalle des TSV Friedberg;25057049;BZOL MD;Bezirksoberliga;TSV Haunstetten;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;10:00;250222;Mering, Eduard-Ettensberger-Halle;25067059;BZOL WD;Bezirksoberliga;SC Vöhringen;JSG Friedberg-Kissing;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;10:30;250124;Gundelfingen,Kreissporthalle ;25067060;BZOL WD;Bezirksoberliga;TV Gundelfingen;TSV Neu-Ulm;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;10:30;250181;Königsbrunn, Dreifachhalle;20056236;LL WB;Landesliga Staffel Süd;BHC Königsbr.09;TSV Weilheim;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;11:00;250261;Neusäss, Sporthalle Realschule;25058076;BZL MD;Bezirksliga;TSV Wertingen;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;11:00;250440;Vöhringen, Sportpark ;25068045;BZL WD;Bezirksliga;TSF Ludwigsfeld;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;11:00;250222;Mering, Eduard-Ettensberger-Halle;25067061;BZOL WD;Bezirksoberliga;SV Mering;SC Vöhringen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;11:00;250101;Friedberg, Sporthalle des TSV Friedberg;25057050;BZOL MD;Bezirksoberliga;TSV Haunstetten;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;11:00;250262;Neu-Ulm, Realschulhalle Muthenhölzle;20063630;ÜBL WC;ÜBL Staffel W ;TSF Ludwigsfeld;TSV Gersthofen II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;11:30;250124;Gundelfingen,Kreissporthalle ;25067062;BZOL WD;Bezirksoberliga;TSV Meitingen;TSV Neu-Ulm;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;11:30;250462;Wittislingen, Schulsporthalle ;20042232;ÜBOL MC;ÜBOL Staffel W;HSG Lauingen-Wittislingen;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;12:00;250440;Vöhringen, Sportpark ;;BZL WD;Bezirksliga;TSV Haunstetten;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;12:00;250261;Neusäss, Sporthalle Realschule;25058077;BZL MD;Bezirksliga;SV Mering;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;12:00;250064;Donauwörth, Neudegger-Halle ;20042233;ÜBOL MC;ÜBOL Staffel W;VSC Donauwörth;JSG Burlafingen/Neu-Ulm;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;12:15;250008;Haunstetten, Sporthalle  TSV;20037550;ÜBOL MB;ÜBOL Staffel S;TSV Haunstetten;TV Bad Tölz;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;12:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;20057333;ÜBOL WB;ÜBOL Staffel W;Schwabmünchen;TSV Haunstetten II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;12:30;250124;Gundelfingen,Kreissporthalle ;25067063;BZOL WD;Bezirksoberliga;TV Gundelfingen;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;12:30;250101;Friedberg, Sporthalle des TSV Friedberg;20037551;ÜBOL MB;ÜBOL Staffel S;TSV Friedberg II;HSG Isar-Loisach;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;12:45;250181;Königsbrunn, Dreifachhalle;25058078;BZL MD;Bezirksliga;BHC Königsbr.09 II;Kissinger SC;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;13:00;250261;Neusäss, Sporthalle Realschule;25058080;BZL MD;Bezirksliga;SV Mering;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;13:00;250440;Vöhringen, Sportpark ;25058079;BZL MD;Bezirksliga;SC Vöhringen II;TSV Göggingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;13:00;250462;Wittislingen, Schulsporthalle ;20038738;ÜBL MB;ÜBL Staffel SW 2 ;HSG Lauingen-Wittislingen;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;13:00;250262;Neu-Ulm, Realschulhalle Muthenhölzle;20052742;ÜBOL WA;ÜBOL Staffel W;TSF Ludwigsfeld;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;13:30;250121;Göggingen, Anton-Bezler-Halle;20043938;ÜBL MC;ÜBL Staffel SW 2 ;TSV Göggingen;SV Mering;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;13:45;250182;Krumbach, Halle Schulzentrum;20035041;BY MB;Bayernliga;TSV Niederraunau;TuS Fürstenfeldbruck;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;13:45;250181;Königsbrunn, Dreifachhalle;25058081;BZL MD;Bezirksliga;Schwabmünchen II;Kissinger SC;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;13:45;250124;Gundelfingen,Kreissporthalle ;20063631;ÜBL WC;ÜBL Staffel W ;TV Gundelfingen;HSG Lauingen-Wittislingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;13:45;250220;Meitingen, Sporthalle;20062252;ÜBOL WC;ÜBOL SW;TSV Meitingen;FC Burlafingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;14:00;250440;Vöhringen, Sportpark ;25058082;BZL MD;Bezirksliga;TSV Göggingen;Augsburg 1871;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;14:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25023038;BZL F;Bezirksliga F;Schwabmünchen II;TSG Augsburg II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;14:00;250008;Haunstetten, Sporthalle  TSV;20031232;LL MA;Landesliga Staffel Süd;TSV Haunstetten;TV Immenstadt;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;14:00;250064;Donauwörth, Neudegger-Halle ;20032242;ÜBOL MA;ÜBOL Staffel SW;VSC Donauwörth;JSG Burlafingen/Neu-Ulm;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;14:00;250000;Aichach, Sporthalle Gymnasium;20042234;ÜBOL MC;ÜBOL Staffel W;TSV Aichach;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;14:15;250101;Friedberg, Sporthalle des TSV Friedberg;20032243;ÜBOL MA;ÜBOL Staffel SW;TSV Friedberg;TSV Aichach;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;14:45;250181;Königsbrunn, Dreifachhalle;25058083;BZL MD;Bezirksliga;Schwabmünchen II;BHC Königsbr.09 II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;15:00;250440;Vöhringen, Sportpark ;25058084;BZL MD;Bezirksliga;Augsburg 1871;SC Vöhringen II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;15:00;250462;Wittislingen, Schulsporthalle ;25023039;BZL F;Bezirksliga F;HSG Lauingen-Wittislingen;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;15:00;250261;Neusäss, Sporthalle Realschule;20063632;ÜBL WC;ÜBL Staffel W ;TSV Neusäss;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;15:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20037453;ÜBOL MB;ÜBOL Staffel SW;JSG Burlafingen/Neu-Ulm;SG Biessenhofen-Marktoberdorf;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;15:15;250182;Krumbach, Halle Schulzentrum;25022049;BZOL F;Bezirksoberliga F;TSV Niederraunau;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;15:15;250220;Meitingen, Sporthalle;20043939;ÜBL MC;ÜBL Staffel SW 2 ;TSV Meitingen;Dinkelscherben;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;15:15;250124;Gundelfingen,Kreissporthalle ;20057334;ÜBOL WB;ÜBOL Staffel W;TV Gundelfingen;JSG Friedberg-Kissing;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;15:30;250121;Göggingen, Anton-Bezler-Halle;20038739;ÜBL MB;ÜBL Staffel SW 2 ;TSV Göggingen;DJK Augsburg-Hochzoll;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;15:45;250000;Aichach, Sporthalle Gymnasium;20058539;ÜBL WB;ÜBL Staffel SO 2 ;TSV Aichach;TSV Dachau 65;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;15:45;250263;Neu-Ulm, Sporthalle im Offenhauser Gries;20058638;ÜBL WB;ÜBL Staffel SW ;TSV Neu-Ulm;TSV Peißenberg;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;16:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25013060;BZL M;Bezirksliga M;Schwabmünchen II;TSV Aichach II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;16:00;250008;Haunstetten, Sporthalle  TSV;25022048;BZOL F;Bezirksoberliga F;TSV Haunstetten III;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;16:00;250101;Friedberg, Sporthalle des TSV Friedberg;25012070;BZOL M;Bezirksoberliga M;TSV Friedberg III;TSV Göggingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;16:00;250440;Vöhringen, Sportpark ;20061036;LL WC;Landesliga Staffel Nord;SC Vöhringen;TSV Rothenburg;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;16:00;250008;Haunstetten, Sporthalle  TSV;20022080;LLF;Landesliga Staffel S;TSV Haunstetten II;TSV Vaterstetten;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;16:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;20043940;ÜBL MC;ÜBL Staffel SW 2 ;Augsburg 1871;TSV Friedberg II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;16:00;250181;Königsbrunn, Dreifachhalle;20032244;ÜBOL MA;ÜBOL Staffel SW;BHC Königsbr.09;SG Kaufbeuren/Neugablonz;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;16:30;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20057335;ÜBOL WB;ÜBOL Staffel W;FC Burlafingen;SC Vöhringen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;17:00;250462;Wittislingen, Schulsporthalle ;25014058;BZK M;Bezirksklasse Staffel West;HSG Lauingen-Wittislingen II;VSC Donauwörth II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;17:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25013061;BZL M;Bezirksliga M;SC Ichenhausen;TV Gundelfingen II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;17:00;250182;Krumbach, Halle Schulzentrum;25012071;BZOL M;Bezirksoberliga M;TSV Niederraunau II;TSV Gersthofen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;17:00;250124;Gundelfingen,Kreissporthalle ;20022083;LLF;Landesliga Staffel S;TV Gundelfingen;SV-DJK Taufkirchen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;17:00;250063;Dinkelscherben,Sporthalle Reischenau ;20058639;ÜBL WB;ÜBL Staffel SW ;Dinkelscherben;Dietmannsried/Altusried;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;17:00;250261;Neusäss, Sporthalle Realschule;20037553;ÜBOL MB;ÜBOL Staffel S;TSV Neusäss;TSV Milbertshofen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;17:30;250121;Göggingen, Anton-Bezler-Halle;25024038;BZK F;Bezirksklasse F;TSV Göggingen II;DJK Augsburg-Hochzoll;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;17:30;250020;Bäumenheim, Mehrzweckhalle ;25024037;BZK F;Bezirksklasse F;TSV Bäumenheim;BHC Königsbr.09 III;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;17:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25014059;BZK M;Bezirksklasse Staffel West;TSV Wertingen II;TSV Neusäss II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;17:30;250000;Aichach, Sporthalle Gymnasium;20038740;ÜBL MB;ÜBL Staffel SW 2 ;TSV Aichach;SSV Schrobenhausen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;18:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25014559;BZK M;Bezirksklasse Staffel Ost;Augsburg 1871 II;DJK Augsburg-Hochzoll;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;18:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25012072;BZOL M;Bezirksoberliga M;Schwabmünchen;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;18:00;250101;Friedberg, Sporthalle des TSV Friedberg;20012081;LLM;Landesliga Staffel S;TSV Friedberg II;ASV Dachau;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;18:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20052744;ÜBOL WA;ÜBOL Staffel W;FC Burlafingen;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;18:30;250011;Augsburg,Hans-Adlhoch-Halle Augsburg-Pfersee;25014560;BZK M;Bezirksklasse Staffel Ost;PSV  Aug.;Kissinger SC II;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;19:00;250462;Wittislingen, Schulsporthalle ;25013062;BZL M;Bezirksliga M;HSG Lauingen-Wittislingen;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;19:00;250124;Gundelfingen,Kreissporthalle ;20012083;LLM;Landesliga Staffel S;TV Gundelfingen;Eichenauer SV;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;19:15;250000;Aichach, Sporthalle Gymnasium;25012073;BZOL M;Bezirksoberliga M;TSV Aichach;Augsburg 1871;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;19:30;250020;Bäumenheim, Mehrzweckhalle ;25014060;BZK M;Bezirksklasse Staffel West;TSV Bäumenheim;TSG Augsburg;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;19:30;250121;Göggingen, Anton-Bezler-Halle;25023040;BZL F;Bezirksliga F;TSV Göggingen;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;19:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25013063;BZL M;Bezirksliga M;TSV Wertingen;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;19:30;250182;Krumbach, Halle Schulzentrum;20012086;LLM;Landesliga Staffel S;TSV Niederraunau;SG Kempten-Kottern;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;20:00;250101;Friedberg, Sporthalle des TSV Friedberg;20010084;BY M;Bayernliga;TSV Friedberg;DJK Waldbüttelbr;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;20:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25022050;BZOL F;Bezirksoberliga F;Schwabmünchen;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sat.;16.12.2017;20:00;250008;Haunstetten, Sporthalle  TSV;25012074;BZOL M;Bezirksoberliga M;TSV Haunstetten II;Kissinger SC;="0:0";="0:0";;;;;;;;
Sun.;17.12.2017;09:30;250320;Pfaffenhofen, Schulturnhalle;25014061;BZK M;Bezirksklasse Staffel West;TSV Weißenhorn;TV Gundelfingen III;="0:0";="0:0";;;;;;;;
Sun.;17.12.2017;10:00;250222;Mering, Eduard-Ettensberger-Halle;25014561;BZK M;Bezirksklasse Staffel Ost;SV Mering II;TSV Göggingen II;="0:0";="0:0";;;;;;;;
Sun.;17.12.2017;10:00;250182;Krumbach, Halle Schulzentrum;20041252;LL MC;Landesliga Staffel Süd;TSV Niederraunau;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sun.;17.12.2017;10:30;250462;Wittislingen, Schulsporthalle ;25024039;BZK F;Bezirksklasse F;HSG Lauingen-Wittislingen II;TSV Aichach II;="0:0";="0:0";;;;;;;;
Sun.;17.12.2017;10:30;250201;Leipheim, Güssen-Halle;25022051;BZOL F;Bezirksoberliga F;VfL Leipheim;VfL Günzburg II;="0:0";="0:0";;;;;;;;
Sat.;06.01.2018;00:00;;;25012075;BZOL M;Bezirksoberliga M;Augsburg 1871;TSV Friedberg III;="0:0";="0:0";;;;;;;;
Sat.;06.01.2018;14:15;250008;Haunstetten, Sporthalle  TSV;25022052;BZOL F;Bezirksoberliga F;TSV Haunstetten III;TSG Augsburg;="0:0";="0:0";;;;;;;;
Sat.;06.01.2018;16:15;250008;Haunstetten, Sporthalle  TSV;20055045;BY WB;Bayernliga;TSV Haunstetten;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sat.;06.01.2018;17:30;250021;Bobingen, Sporthalle;25014562;BZK M;Bezirksklasse Staffel Ost;TSV Bobingen II;Schwabmünchen III;="0:0";="0:0";;;;;;;;
Sat.;06.01.2018;17:30;250261;Neusäss, Sporthalle Realschule;25014062;BZK M;Bezirksklasse Staffel West;TSV Neusäss II;TSV Weißenhorn;="0:0";="0:0";;;;;;;;
Sat.;06.01.2018;18:00;250008;Haunstetten, Sporthalle  TSV;20010085;BY M;Bayernliga;TSV Haunstetten;TSV Unterhaching;="0:0";="0:0";;;;;;;;
Sat.;06.01.2018;19:00;250200;Lauingen, Stadthalle;25013012;BZL M;Bezirksliga M;HSG Lauingen-Wittislingen;SC Ichenhausen;="0:0";="0:0";;;;;;;;
Sat.;06.01.2018;19:15;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25012076;BZOL M;Bezirksoberliga M;TSV Gersthofen;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sat.;06.01.2018;19:30;250261;Neusäss, Sporthalle Realschule;25013064;BZL M;Bezirksliga M;TSV Neusäss;TSV Haunstetten III;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;10:30;250125;Günzburg, Sporthalle ;25012077;BZOL M;Bezirksoberliga M;VfL Günzburg II;TSV Aichach;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;12:00;250010;Augsburg,TSG - Halle Lechhausen;25023041;BZL F;Bezirksliga F;TSG Augsburg II;TSV Haunstetten IV;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;12:30;250125;Günzburg, Sporthalle ;20035047;BY MB;Bayernliga;VfL Günzburg;HC Erlangen;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;13:00;250121;Göggingen, Anton-Bezler-Halle;25014564;BZK M;Bezirksklasse Staffel Ost;TSV Göggingen II;TSV Haunstetten IV;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;13:00;250222;Mering, Eduard-Ettensberger-Halle;25014563;BZK M;Bezirksklasse Staffel Ost;SV Mering II;PSV  Aug.;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;13:00;250440;Vöhringen, Sportpark ;20061039;LL WC;Landesliga Staffel Nord;SC Vöhringen;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;14:00;250182;Krumbach, Halle Schulzentrum;20035049;BY MB;Bayernliga;TSV Niederraunau;TVG Jun.Akad.e.V;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;14:20;250010;Augsburg,TSG - Halle Lechhausen;25014565;BZK M;Bezirksklasse Staffel Ost;TSG Augsburg II;Augsburg 1871 II;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;14:30;250125;Günzburg, Sporthalle ;20022087;LLF;Landesliga Staffel S;VfL Günzburg;HCD Gröbenzell II;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;15:00;250222;Mering, Eduard-Ettensberger-Halle;20050045;BY WA;Bayernliga;SV Mering;HCD Gröbenzell;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;15:00;250064;Donauwörth, Neudegger-Halle ;25014063;BZK M;Bezirksklasse Staffel West;VSC Donauwörth II;SV Mering III;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;15:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25014064;BZK M;Bezirksklasse Staffel West;SC Ichenhausen II;TSV Wertingen II;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;15:00;250121;Göggingen, Anton-Bezler-Halle;25012078;BZOL M;Bezirksoberliga M;TSV Göggingen;TSV Haunstetten II;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;15:15;250124;Gundelfingen,Kreissporthalle ;25014065;BZK M;Bezirksklasse Staffel West;TV Gundelfingen III;TSV Bäumenheim;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;16:20;250010;Augsburg,TSG - Halle Lechhausen;25014066;BZK M;Bezirksklasse Staffel West;TSG Augsburg;Dinkelscherben;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;16:30;250125;Günzburg, Sporthalle ;20010088;BY M;Bayernliga;VfL Günzburg;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;16:30;250000;Aichach, Sporthalle Gymnasium;20022090;LLF;Landesliga Staffel S;TSV Aichach;SG Biessenhofen-Marktoberdorf;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;17:00;250124;Gundelfingen,Kreissporthalle ;25013065;BZL M;Bezirksliga M;TV Gundelfingen II;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;17:00;250222;Mering, Eduard-Ettensberger-Halle;25013066;BZL M;Bezirksliga M;SV Mering;TSV Aichach II;="0:0";="0:0";;;;;;;;
Sun.;07.01.2018;17:00;250201;Leipheim, Güssen-Halle;25022053;BZOL F;Bezirksoberliga F;VfL Leipheim;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;00:00;;;25014566;BZK M;Bezirksklasse Staffel Ost;Augsburg 1871 II;TSV Göggingen II;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;10:00;250440;Vöhringen, Sportpark ;25057051;BZOL MD;Bezirksoberliga;SC Vöhringen;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;11:00;250440;Vöhringen, Sportpark ;25057052;BZOL MD;Bezirksoberliga;TSV Haunstetten;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;12:00;250008;Haunstetten, Sporthalle  TSV;25014567;BZK M;Bezirksklasse Staffel Ost;TSV Haunstetten IV;PSV  Aug.;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;12:00;250440;Vöhringen, Sportpark ;25057053;BZOL MD;Bezirksoberliga;SC Vöhringen;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;14:00;250008;Haunstetten, Sporthalle  TSV;25013067;BZL M;Bezirksliga M;TSV Haunstetten III;TV Gundelfingen II;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;15:15;250000;Aichach, Sporthalle Gymnasium;25013068;BZL M;Bezirksliga M;TSV Aichach II;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;15:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25014067;BZK M;Bezirksklasse Staffel West;TSV Wertingen II;VSC Donauwörth II;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;16:00;250008;Haunstetten, Sporthalle  TSV;20051233;LL WA;Landesliga Staffel Süd;TSV Haunstetten;Dietmannsried/Altusried;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;16:00;250181;Königsbrunn, Dreifachhalle;20037555;ÜBOL MB;ÜBOL Staffel S;BHC Königsbr.09;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;16:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20032245;ÜBOL MA;ÜBOL Staffel SW;JSG Burlafingen/Neu-Ulm;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;16:00;250220;Meitingen, Sporthalle;20052745;ÜBOL WA;ÜBOL Staffel W;TSV Meitingen;FC Burlafingen;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;17:00;;;25014068;BZK M;Bezirksklasse Staffel West;HSG Lauingen-Wittislingen II;SV Mering III;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;17:00;250064;Donauwörth, Neudegger-Halle ;25012079;BZOL M;Bezirksoberliga M;VSC Donauwörth;Kissinger SC;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;17:15;250000;Aichach, Sporthalle Gymnasium;20022093;LLF;Landesliga Staffel S;TSV Aichach;HCD Gröbenzell II;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;17:30;250263;Neu-Ulm, Sporthalle im Offenhauser Gries;25024040;BZK F;Bezirksklasse F;TSV Neu-Ulm;SV Mering;="0:0";="0:0";;;;;;;;
Sat.;13.01.2018;17:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;20052747;ÜBOL WA;ÜBOL Staffel W;TSV Wertingen;ASV Dachau;="0:0";="0:0";;;;;;;;
