Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;16.09.2017;15:30;250125;Günzburg, Sporthalle ;20056201;LL WB;Landesliga Staffel Süd;VfL Günzburg;TuS Prien;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;15:30;280130;Grafing, Schulsportzentrum ;20038901;ÜBL MB;ÜBL Staffel S 2;TSV Grafing II;TSV Brunnthal;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;15:30;240143;Hersbruck, Sportzentrum;20052401;ÜBOL WA;ÜBOL Staffel O;HC Hersbruck e.V;TV 77 Lauf;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;15:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;20037501;ÜBOL MB;ÜBOL Staffel S;TSV Neusäss;TV Bad Tölz;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;15:30;260086;Erdweg, Schulsporthalle;20057402;ÜBOL WB;ÜBOL Staffel SO;SpVgg Erdweg;SV München Laim;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;15:45;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20040003;BY MC;Bayernliga;HC Erlangen;ESV Rosenheim;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;15:45;210466;Waldbüttelbrunn Ballsporthalle;20037001;ÜBOL MB;ÜBOL Staffel NW;DJK Waldbüttelbr;SV Puschendorf;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;15:45;250361;Schwabmünchen, Sporthalle an der Grundschule ;20037402;ÜBOL MB;ÜBOL Staffel SW;Schwabmünchen;SG Biessenhofen-Marktoberdorf;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;230300;Oberasbach, Dietrich-Bonhoeffer-Gymnasium;20050001;BY WA;Bayernliga;JSG Fürther Land;TSV Schleißheim;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;210026;Bergtheim Willi-Sauer-Halle;20021001;LLF;Landesliga Staffel N;HSV Bergtheim II;TSV Winkelhaid;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;270124;Germering, Unterpfaffenhofen Realschule ;20041203;LL MC;Landesliga Staffel Süd;SC U`hfn/Germering;HT München;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;220224;Münchberg, Gymnasiumhalle;1;ÜBL MC;ÜBL Staffel N 2;TV Münchberg;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;230264;Nürnberg, Altenfurt Sporthalle;20057102;ÜBOL WB;ÜBOL Staffel N;TSV Altenfurt;JSG Fürther Land II;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;240148;Hannberg, Seebachgrundhalle;20052204;ÜBOL WA;ÜBOL Staffel N;MSG Forchheim-Niederlindach;TSV Altenfurt;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;210181;Kitzingen TGK Ballspielhalle;20052203;ÜBOL WA;ÜBOL Staffel N;HSG Mainfranken;TSV Katzwang 05;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;220220;Marktleugast, Dreifachsporthalle;20052101;ÜBOL WA;ÜBOL Staffel NO;TV Marktleugast;TS Coburg;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;210141;Höchberg Mainlandhalle;20037002;ÜBOL MB;ÜBOL Staffel NW;TG 1862 Höchberg;TV Roßtal;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;240026;Berching, Mehrzweckhalle;20052402;ÜBOL WA;ÜBOL Staffel O;HSG Berching/Pollanten;SG Rohr/Pavelsbach;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;240261;Neumarkt, Halle Willi-Gluck-Gymnasium;20057202;ÜBOL WB;ÜBOL Staffel O;DJK SV Berg;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;240140;Hemau, Tangrintel-Halle;20057201;ÜBOL WB;ÜBOL Staffel O;HG Hemau/Beratzhausen;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;240002;Amberg, Gregor-Mendel-Gymnasium;20052403;ÜBOL WA;ÜBOL Staffel O;HG im TV 1861 Amberg e.V.;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;240060;Diepersdorf, Schulsporthalle;20052404;ÜBOL WA;ÜBOL Staffel O;SpVgg Diepersd.;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;280403;Traunreut, Halle TuS Traunreut;20052804;ÜBOL WA;ÜBOL Staffel S;TuS Traunreut;SVG Burgkirchen;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;270226;Murnau, Hans Burger;20032302;ÜBOL MA;ÜBOL Staffel SO;TSV Murnau;SV Pullach;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;270202;Landsberg, Isidor-Hipper-Strasse;20052602;ÜBOL WA;ÜBOL Staffel SW;TSV Landsberg;HSG Isar-Loisach;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;250440;Vöhringen, Sportpark ;20037403;ÜBOL MB;ÜBOL Staffel SW;SC Vöhringen;JSG Burlafingen/Neu-Ulm;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20052701;ÜBOL WA;ÜBOL Staffel W;FC Burlafingen;HSG Schwab/kirchen;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:15;250220;Meitingen, Sporthalle;20062202;ÜBOL WC;ÜBOL SW;TSV Meitingen;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:30;260061;Dachau, Georg-Scherer-Halle;20020001;BY F;Bayernliga;ASV Dachau;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:30;240365;Sulzbach-Rosenberg, Krötensee-Halle;20021002;LLF;Landesliga Staffel N;HC Sulzb.Rosenb.;TG Landshut;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:30;240005;Auerbach, Helmut-Ott-Halle;20011001;LLM;Landesliga Staffel N;SV 08 Auerbach;SG Regensburg;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:30;260461;Waldkraiburg, Halle Hauptschule;20057601;ÜBOL WB;ÜBOL Staffel S;VfL Waldkraiburg;TSV Simbach;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;16:30;270184;Kempten, Sporthalle an der Westendstrasse;20037404;ÜBOL MB;ÜBOL Staffel SW;SG Kempten-Kottern;TV Memmingen;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:00;270130;Gröbenzell, Wildmoos 1;20050002;BY WA;Bayernliga;HCD Gröbenzell;SV Mering;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:00;230108;Fürth, Sporthalle Stadeln;20021003;LLF;Landesliga Staffel N;MTV Stadeln;TSV Röthenbach;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:00;270060;Dietmannsried, Dreifachsporthalle;20031202;LL MA;Landesliga Staffel Süd;Dietmannsried/Altusried;TV Immenstadt;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:00;250182;Krumbach, Halle Schulzentrum;20031201;LL MA;Landesliga Staffel Süd;TSV Niederraunau;TSV Übersee;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:00;210342;Rimpar DJK-Halle;3;ÜBOL WA;ÜBOL Staffel NW;SG DJK Rimpar;TSV Lohr;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:15;270222;Memmingen, Berufsbildungszentrum Halle 1 ;20032201;ÜBOL MA;ÜBOL Staffel SW;TV Memmingen;SG Kaufbeuren/Neugablonz;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:30;270129;Gräfelfing, Kurt-Huber-Gymnasium;20020002;BY F;Bayernliga;HSG Würm-Mitte;HG Ingolstadt;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:30;220021;Bayreuth, Sporthalle Ost;20020003;BY F;Bayernliga;HaSpo Bayreuth;HG Zirndorf;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:30;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20035002;BY MB;Bayernliga;HC Erlangen;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:30;240102;Forchheim, Sporthalle Realschule;20011002;LLM;Landesliga Staffel N;HC Forchheim;MTV  Ingolstadt;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:30;250180;Kissing, Paartal-Halle;20022003;LLF;Landesliga Staffel S;Kissinger SC;SV-DJK Taufkirchen;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:30;250125;Günzburg, Sporthalle ;20022002;LLF;Landesliga Staffel S;VfL Günzburg;ASV Dachau II;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:30;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;20062203;ÜBOL WC;ÜBOL SW;TSV Gersthofen;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:30;210466;Waldbüttelbrunn Ballsporthalle;3;ÜBOL MA;ÜBOL Staffel N;DJK Waldbüttelbr;TG 48 Würzburg;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:30;220041;Coburg, BGS Halle;2;ÜBOL MA;ÜBOL Staffel N;TS Coburg;TV Eibach 03 II;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:30;240143;Hersbruck, Sportzentrum;20032101;ÜBOL MA;ÜBOL Staffel O;HC Hersbruck e.V;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:45;270306;Ottobeuren, Schulzentrum ;20020004;BY F;Bayernliga;TSV Ottobeuren;SG Schwabach/Roth;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;17:45;220224;Münchberg, Gymnasiumhalle;20032102;ÜBOL MA;ÜBOL Staffel O;TV Münchberg;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:00;240264;Neutraubling, Sporthalle Mittelschule;20020007;BY F;Bayernliga;Mintraching/Neutraubling;HC Erlangen;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:00;210026;Bergtheim Willi-Sauer-Halle;20020005;BY F;Bayernliga;HSV Bergtheim;TSV Ismaning;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:00;280010;Anzing, Sportzentrum;20010001;BY M;Bayernliga;SV Anzing;TSV Lohr;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:00;230263;Nürnberg, 1. FCN-Halle;20020006;BY F;Bayernliga;1.FCN Handball;SG DJK Rimpar;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:00;210181;Kitzingen TGK Ballspielhalle;20021004;LLF;Landesliga Staffel N;HSG Mainfranken;ESV 27 Regensbg. II;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:00;250101;Friedberg, Sporthalle des TSV Friedberg;20012001;LLM;Landesliga Staffel S;TSV Friedberg II;TSV München-Ost;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:00;280224;München, Sporthalle Eversbuschstr.;20012002;LLM;Landesliga Staffel S;TSV Allach 09;Eichenauer SV;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:00;240140;Hemau, Tangrintel-Halle;20032103;ÜBOL MA;ÜBOL Staffel O;HG Hemau/Beratzhausen;JSG Amberg/Sulzbach;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20057301;ÜBOL WB;ÜBOL Staffel W;FC Burlafingen;JSG Friedberg-Kissing;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:15;280420;Unterhaching, Hachinga-Halle;20010002;BY M;Bayernliga;TSV Unterhaching;SG DJK Rimpar II;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:30;240365;Sulzbach-Rosenberg, Krötensee-Halle;20011003;LLM;Landesliga Staffel N;HC Sulzb.Rosenb.;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:30;270022;Biessenhofen, Jahnhalle;20022004;LLF;Landesliga Staffel S;SG Biessenhofen-Marktoberdorf;TSV Simbach;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;18:30;260061;Dachau, Georg-Scherer-Halle;20012003;LLM;Landesliga Staffel S;ASV Dachau;SG Kempten-Kottern;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:00;230108;Fürth, Sporthalle Stadeln;20011004;LLM;Landesliga Staffel N;MTV Stadeln;TV Marktsteft;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:00;270060;Dietmannsried, Dreifachsporthalle;20012004;LLM;Landesliga Staffel S;Dietmannsried/Altusried;TSV 1861 Mainburg;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:00;280366;Salzburg, Sporthalle Liefering;20052805;ÜBOL WA;ÜBOL Staffel S;SHC Salzburg;TuS Raubling;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:30;230344;Rothenburg, Halle am P1;20010004;BY M;Bayernliga;TSV Rothenburg;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:30;220021;Bayreuth, Sporthalle Ost;20010005;BY M;Bayernliga;HaSpo Bayreuth;TG Landshut;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:30;210466;Waldbüttelbrunn Ballsporthalle;20010003;BY M;Bayernliga;DJK Waldbüttelbr;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:30;210471;Würzburg TG Heidingsfeld Sportzentrum ;20011005;LLM;Landesliga Staffel N;TG Heidingsfeld;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:30;250182;Krumbach, Halle Schulzentrum;20012005;LLM;Landesliga Staffel S;TSV Niederraunau;TSV Simbach;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:30;270129;Gräfelfing, Kurt-Huber-Gymnasium;20012006;LLM;Landesliga Staffel S;HSG Würm-Mitte;TSV Herrsching;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:30;210300;Ochsenfurt Städtische Sporthalle;20052205;ÜBOL WA;ÜBOL Staffel N;TV Ochsenfurt;TSV Wendelstein;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;19:45;220224;Münchberg, Gymnasiumhalle;20011006;LLM;Landesliga Staffel N;TV Münchberg;ASV 1863 Cham;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;20:00;270306;Ottobeuren, Schulzentrum ;20010007;BY M;Bayernliga;TSV Ottobeuren;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sat.;16.09.2017;20:00;250101;Friedberg, Sporthalle des TSV Friedberg;20010006;BY M;Bayernliga;TSV Friedberg;TSV Ismaning;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;00:00;;;1;ÜBL MB;ÜBL Staffel N ;HG Hut/Ahorn;SG Marktleuthen/Niederlamitz;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;09:00;210181;Kitzingen TGK Ballspielhalle;20042001;ÜBOL MC;ÜBOL Staffel NW;TV Großlangheim;HSC Bad Neustadt;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;10:00;230142;Heroldsberg, Sporthalle;20043402;ÜBL MC;ÜBL Staffel NO 2 ;Tuspo Heroldsberg;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;10:00;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20042401;ÜBOL MC;ÜBOL Staffel SW;TuS Fürstenfeldbruck;TSV Herrsching;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;10:15;280224;München, Sporthalle Eversbuschstr.;20042301;ÜBOL MC;ÜBOL Staffel O;TSV Allach 09 II;SG Moosburg e.V.;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;10:30;240143;Hersbruck, Sportzentrum;20042102;ÜBOL MC;ÜBOL Staffel NO;HC Hersbruck e.V;TSV 04 Feucht;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:00;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20055001;BY WB;Bayernliga;HC Erlangen;HSG Würm-Mitte;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:00;270130;Gröbenzell, Wildmoos 1;20056202;LL WB;Landesliga Staffel Süd;HCD Gröbenzell;TSV Ismaning;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:00;250101;Friedberg, Sporthalle des TSV Friedberg;20036203;LL MB;Landesliga Staffel Süd;TSV Friedberg;TSV Schleißheim;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:00;260180;Karlsfeld, Sporthalle;20063501;ÜBL WC;ÜBL Staffel M ;TSV Karlsfeld;TSV Schleißheim II;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:00;240101;Feucht, Zeidler-Sporthalle;20043403;ÜBL MC;ÜBL Staffel NO 2 ;TSV 04 Feucht II;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:00;270306;Ottobeuren, Schulzentrum ;20062204;ÜBOL WC;ÜBOL SW;TSV Ottobeuren;FC Burlafingen;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:00;230341;Roßtal, Mittelschule;20057003;ÜBOL WB;ÜBOL Staffel NW;TV Roßtal;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:00;250064;Donauwörth, Neudegger-Halle ;20042203;ÜBOL MC;ÜBOL Staffel W;VSC Donauwörth;TSV Aichach;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:15;250008;Haunstetten, Sporthalle  TSV;20037502;ÜBOL MB;ÜBOL Staffel S;TSV Haunstetten;SG Süd/Blumenau;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:30;240340;Regensburg, Sporthalle ESV 27;20055002;BY WB;Bayernliga;ESV 27 Regensbg.;1.FCN Handball;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:30;230142;Heroldsberg, Sporthalle;1;ÜBL MB;ÜBL Staffel M;Tuspo Heroldsberg;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:30;280120;Garching, Zeppelin-Sportpark ;20058401;ÜBL WB;ÜBL Staffel SO 1 ;VfR Garching;SC Eching;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:30;250181;Königsbrunn, Dreifachhalle;20032202;ÜBOL MA;ÜBOL Staffel SW;BHC Königsbr.09;JSG Burlafingen/Neu-Ulm;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:45;280080;Ebersberg, Dr. Wintrich-Halle;20042503;ÜBOL MC;ÜBOL Staffel SO;TSV EBE Forst United;TSV Übersee;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:45;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20057501;ÜBOL WB;ÜBOL Staffel SW;TuS Fürstenfeldbruck;TSV Forstenried;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;11:50;280224;München, Sporthalle Eversbuschstr.;20060001;BY WC;Bayernliga;TSV Allach 09;TuS Prien;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:00;270080;Eichenau, Sporthalle an der Budrio-Allee;20040004;BY MC;Bayernliga;Eichenauer SV;SV Anzing;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:00;210122;Großwallstadt Sportpark Halle 1;20036001;LL MB;Landesliga Staffel Nord;TVG Jun.Akad.e.V II;TG 48 Würzburg;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:00;280360;Sauerlach, Mehrzweckhalle ;20044201;ÜBL MC;ÜBL Staffel S 3;TSV Sauerlach;SV Pullach;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:00;230344;Rothenburg, Halle am P1;20037003;ÜBOL MB;ÜBOL Staffel NW;TSV Rothenburg;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:20;260121;Gaimersheim, Edeka Ballsporthalle;20062101;ÜBOL WC;ÜBOL O;TSV Gaimersheim;TSV Wendelstein;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:30;280420;Unterhaching, Hachinga-Halle;20061202;LL WC;Landesliga Staffel Süd;HT München;TSV EBE Forst United;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:30;220140; Helmbrechts Sporthalle Helmbrechts;20037104;ÜBOL MB;ÜBOL Staffel NO;TV Helmbrechts;TV Hallstadt;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:30;230260;Neuendettelsau, Sporthalle;20042002;ÜBOL MC;ÜBOL Staffel NW;SG Kernfranken;TV Gunzenhausen;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:30;270130;Gröbenzell, Wildmoos 1;20037503;ÜBOL MB;ÜBOL Staffel S;HSG Gröbenzell-Olching;TSV Friedberg II;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:30;270126;Gilching, Rathaushalle ;20052603;ÜBOL WA;ÜBOL Staffel SW;TSV Gilching;TV Bad Tölz;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:30;260061;Dachau, Georg-Scherer-Halle;20052702;ÜBOL WA;ÜBOL Staffel W;ASV Dachau;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;12:45;240101;Feucht, Zeidler-Sporthalle;20063301;ÜBL WC;ÜBL Staffel N 2;TSV 04 Feucht;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:00;270140;Herrsching, Sporthalle an der Nikolausstrasse ;20030001;BY MA;Bayernliga;TSV Herrsching;TuS Fürstenfeldbruck;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:00;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20036002;LL MB;Landesliga Staffel Nord;HC Erlangen II;TSV Rödelsee;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:00;240340;Regensburg, Sporthalle ESV 27;20041003;LL MC;Landesliga Staffel Nord;ESV 27 Regensbg.;TV Roßtal;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:00;230121;Gunzenhausen, Simon-Marius-Gymnasium;20061004;LL WC;Landesliga Staffel Nord;TV Gunzenhausen;VfL SF Bad Neust;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:00;250181;Königsbrunn, Dreifachhalle;20056203;LL WB;Landesliga Staffel Süd;BHC Königsbr.09;HT München;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:00;230270;Nürnberg, Röthenbach-Ost;20042103;ÜBOL MC;ÜBOL Staffel NO;TV Eibach 03;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:00;210342;Rimpar DJK-Halle;20037004;ÜBOL MB;ÜBOL Staffel NW;SG DJK Rimpar II;TV Gunzenhausen;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:00;270306;Ottobeuren, Schulzentrum ;20037405;ÜBOL MB;ÜBOL Staffel SW;TSV Ottobeuren;TV Waltenhofen;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:00;250101;Friedberg, Sporthalle des TSV Friedberg;20032203;ÜBOL MA;ÜBOL Staffel SW;TSV Friedberg;TSV Bobingen;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:00;250008;Haunstetten, Sporthalle  TSV;20057302;ÜBOL WB;ÜBOL Staffel W;TSV Haunstetten II;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:15;230081;Emskirchen, Sport- und. Spielzentrum;20060002;BY WC;Bayernliga;SV Puschendorf;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:15;230142;Heroldsberg, Sporthalle;20056001;LL WB;Landesliga Staffel Nord;Tuspo Heroldsberg;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:15;280224;München, Sporthalle Eversbuschstr.;20036204;LL MB;Landesliga Staffel Süd;TSV Allach 09 II;SC U`hfn/Germering;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:15;270129;Gräfelfing, Kurt-Huber-Gymnasium;20042402;ÜBOL MC;ÜBOL Staffel SW;HSG Würm-Mitte;SG Süd/Blumenau;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:30;260201;Landshut, VfL-Landshut Achdorf;20041004;LL MC;Landesliga Staffel Nord;VFL Landshut;HaSpo Bayreuth;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:30;230268;Nürnberg, Herriedenerhalle;20036003;LL MB;Landesliga Staffel Nord;Post SV Nbg;TV Marktsteft;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:30;280360;Sauerlach, Mehrzweckhalle ;20037302;ÜBOL MB;ÜBOL Staffel SO;TSV Sauerlach;TV Altötting;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:30;280366;Salzburg, Sporthalle Liefering;20032303;ÜBOL MA;ÜBOL Staffel SO;SG SHV/UHC Salzburg;TSV Grafing;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:30;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20052604;ÜBOL WA;ÜBOL Staffel SW;TuS Fürstenfeldbruck;TSV Pfronten;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:45;270141;Huglfing, Sporthalle an der Seeleite ;20062403;ÜBOL WC;ÜBOL S;BSC Oberhausen;TSV Weilheim;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;13:50;260121;Gaimersheim, Edeka Ballsporthalle;20042302;ÜBOL MC;ÜBOL Staffel O;TSV Gaimersheim;MTV Pfaffenhofen;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;14:00;210122;Großwallstadt Sportpark Halle 1;20035003;BY MB;Bayernliga;TVG Jun.Akad.e.V;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;14:00;230108;Fürth, Sporthalle Stadeln;20050003;BY WA;Bayernliga;MTV Stadeln;TV Marktsteft;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;14:00;260084;Erding, Semptsporthalle Altenerding;20056002;LL WB;Landesliga Staffel Nord;SpVgg Altenerding;HSG Pleichach;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;14:00;230344;Rothenburg, Halle am P1;20031001;LL MA;Landesliga Staffel Nord;TSV Rothenburg;TV Roßtal;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;14:00;280229;München, Sporthalle Arnulfstr. 270;20041204;LL MC;Landesliga Staffel Süd;TSV Forstenried;TSV Simbach;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;14:00;230361;Schwanstetten, Gemeindezentrum;25;ÜBL MA;ÜBL Staffel M ;1.FC Schwand;TSV Weißenburg;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;14:00;260222;Manching, Realschulturnhalle Am Keltenwall;20052302;ÜBOL WA;ÜBOL Staffel M;MBB SG Manching;JHG Regendreieck;="0:0";="0:0";;;;;;;;
Sun.;17.09.2017;14:00;270080;Eichenau, Sporthalle an der Budrio-Allee;20032402;ÜBOL MA;ÜBOL Staffel S;Eichenauer SV;MTV Pfaffenhofen;="0:0";="0:0";;;;;;;;
